equipment_id,sensor_type,timestamp,value,unit,sensor_id,data_source,quality_flag
EQ-0004,vibration,2026-05-25T14:41:01.527485,0.0071,mm_per_sec,EQ-0004-vibration-001,SCADA_v2.3,GOOD
EQ-0074,power_consumption,2026-05-25T14:41:01.680613,26.51,kw,EQ-0074-power_consumption-001,SCADA_v2.3,GOOD
EQ-0069,temperature,2026-05-25T14:41:01.740103,65.82,celsius,EQ-0069-temperature-001,SCADA_v2.3,GOOD
EQ-0059,power_consumption,2026-05-25T14:41:02.449057,N/A,kw,EQ-0059-power_consumption-001,SCADA_v2.3,INVALID
EQ-0066,vibration,2026-05-25T14:41:02.610398,,mm_per_sec,EQ-0066-vibration-001,SCADA_v2.3,MISSING
EQ-0085,pressure,2026-05-25T14:41:02.629331,-1048.8,psi,EQ-0085-pressure-001,SCADA_v2.3,OUTLIER
EQ-0059,pressure,2026-05-25T14:41:02.782934,87.99,psi,EQ-0059-pressure-001,SCADA_v2.3,GOOD
EQ-0088,pressure,2026-05-25T14:41:03.090501,97.69,psi,EQ-0088-pressure-001,SCADA_v2.3,GOOD
EQ-0098,pressure,2026-05-25T14:41:03.135456,87.14,psi,EQ-0098-pressure-001,SCADA_v2.3,GOOD
EQ-0052,vibration,2026-05-25T14:41:03.288236,0.0253,mm_per_sec,EQ-0052-vibration-001,SCADA_v2.3,GOOD
EQ-0033,power_consumption,2026-05-25T14:41:03.383555,261.71,kw,EQ-0033-power_consumption-001,SCADA_v2.3,GOOD
EQ-0050,pressure,2026-05-25T14:41:04.051874,118.72,psi,EQ-0050-pressure-001,SCADA_v2.3,GOOD
EQ-0079,pressure,2026-05-25T14:41:05.106778,111.08,psi,EQ-0079-pressure-001,SCADA_v2.3,GOOD
EQ-0010,vibration,2026-05-25T14:41:05.421406,0.0603,mm_per_sec,EQ-0010-vibration-001,SCADA_v2.3,GOOD
EQ-0083,temperature,2026-05-25T14:41:05.489073,57.2,celsius,EQ-0083-temperature-001,SCADA_v2.3,GOOD
EQ-0055,power_consumption,2026-05-25T14:41:05.568230,99.71,kw,EQ-0055-power_consumption-001,SCADA_v2.3,GOOD
EQ-0042,vibration,2026-05-25T14:41:06.108596,0.128,mm_per_sec,EQ-0042-vibration-001,SCADA_v2.3,GOOD
EQ-0015,vibration,2026-05-25T14:41:07.047450,0.0524,mm_per_sec,EQ-0015-vibration-001,SCADA_v2.3,GOOD
EQ-0008,pressure,2026-05-25T14:41:07.147049,70.27,psi,EQ-0008-pressure-001,SCADA_v2.3,GOOD
EQ-0048,temperature,2026-05-25T14:41:07.947963,56.62,celsius,EQ-0048-temperature-001,SCADA_v2.3,GOOD
EQ-0017,temperature,2026-05-25T14:41:08.097826,60.25,celsius,EQ-0017-temperature-001,SCADA_v2.3,GOOD
EQ-0017,temperature,2026-05-25T14:41:08.097826,60.25,celsius,EQ-0017-temperature-001,SCADA_v2.3,GOOD
EQ-0080,pressure,2026-05-25T14:41:08.614058,108.73,psi,EQ-0080-pressure-001,SCADA_v2.3,GOOD
EQ-0035,power_consumption,2026-05-25T14:41:09.426508,N/A,kw,EQ-0035-power_consumption-001,SCADA_v2.3,INVALID
EQ-0046,power_consumption,2026-05-25T14:41:09.434997,N/A,kw,EQ-0046-power_consumption-001,SCADA_v2.3,INVALID
EQ-0068,temperature,2026-05-25T14:41:09.524338,4582.0,celsius,EQ-0068-temperature-001,SCADA_v2.3,OUTLIER
EQ-0077,temperature,2026-05-25T14:41:09.678005,50.29,celsius,EQ-0077-temperature-001,SCADA_v2.3,GOOD
EQ-0075,pressure,2026-05-25T14:41:09.683905,96.64,psi,EQ-0075-pressure-001,SCADA_v2.3,GOOD
EQ-0034,pressure,2026-05-25T14:41:09.688780,100.82,psi,EQ-0034-pressure-001,SCADA_v2.3,GOOD
EQ-0042,power_consumption,2026-05-25T14:41:09.736018,139.38,kw,EQ-0042-power_consumption-001,SCADA_v2.3,GOOD
EQ-0009,power_consumption,2026-05-25T14:41:10.029408,-24.49,kw,EQ-0009-power_consumption-001,SCADA_v2.3,INVALID
EQ-0087,temperature,2026-05-25T14:41:10.466796,63.79,celsius,EQ-0087-temperature-001,SCADA_v2.3,GOOD
EQ-0064,power_consumption,2026-05-25T14:41:10.682535,73.04,kw,EQ-0064-power_consumption-001,SCADA_v2.3,GOOD
EQ-0001,pressure,2026-05-25T14:41:10.963304,122.91,psi,EQ-0001-pressure-001,SCADA_v2.3,GOOD
EQ-0020,pressure,2026-05-25T14:41:11.298908,87.64,psi,EQ-0020-pressure-001,SCADA_v2.3,GOOD
EQ-0058,power_consumption,2026-05-25T14:41:11.757240,169.11,kw,EQ-0058-power_consumption-001,SCADA_v2.3,GOOD
EQ-0013,pressure,2026-05-25T14:41:12.063406,102.0,psi,EQ-0013-pressure-001,SCADA_v2.3,GOOD
EQ-0054,power_consumption,2026-05-25T14:41:12.198899,,kw,EQ-0054-power_consumption-001,SCADA_v2.3,MISSING
EQ-0033,pressure,2026-05-25T14:41:12.445512,100.88,psi,EQ-0033-pressure-001,SCADA_v2.3,GOOD
EQ-0034,power_consumption,2026-05-25T14:41:12.803270,89.24,kw,EQ-0034-power_consumption-001,SCADA_v2.3,GOOD
EQ-0071,pressure,2026-05-25T14:41:12.803542,80.01,psi,EQ-0071-pressure-001,SCADA_v2.3,GOOD
EQ-0027,vibration,2026-05-25T14:41:13.740974,-0.012,mm_per_sec,EQ-0027-vibration-001,SCADA_v2.3,INVALID
EQ-0060,temperature,2026-05-25T14:41:14.499853,41.05,celsius,EQ-0060-temperature-001,SCADA_v2.3,GOOD
EQ-0030,power_consumption,2026-05-25T14:41:14.734068,116.17,kw,EQ-0030-power_consumption-001,SCADA_v2.3,GOOD
EQ-0034,temperature,2026-05-25T14:41:14.824402,63.91,celsius,EQ-0034-temperature-001,SCADA_v2.3,GOOD
EQ-0069,power_consumption,2026-05-25T14:41:15.533656,117.24,kw,EQ-0069-power_consumption-001,SCADA_v2.3,GOOD
EQ-0022,power_consumption,2026-05-25T14:41:15.667333,28.12,kw,EQ-0022-power_consumption-001,SCADA_v2.3,GOOD
EQ-0081,temperature,2026-05-25T14:41:15.836891,46.88,celsius,EQ-0081-temperature-001,SCADA_v2.3,GOOD
EQ-0026,temperature,2026-05-25T14:41:16.165853,55.73,celsius,EQ-0026-temperature-001,SCADA_v2.3,GOOD
EQ-0034,pressure,2026-05-25T14:41:16.235060,102.45,psi,EQ-0034-pressure-001,SCADA_v2.3,GOOD
EQ-0042,pressure,2026-05-25T14:41:16.331758,103.24,psi,EQ-0042-pressure-001,SCADA_v2.3,GOOD
EQ-0018,pressure,2026-05-25T14:41:17.252048,96.03,psi,EQ-0018-pressure-001,SCADA_v2.3,GOOD
EQ-0093,pressure,2026-05-25T14:41:17.364459,84.74,psi,EQ-0093-pressure-001,SCADA_v2.3,GOOD
EQ-0094,power_consumption,2026-05-25T14:41:17.404405,70.0,kw,EQ-0094-power_consumption-001,SCADA_v2.3,GOOD
EQ-0071,vibration,2026-05-25T14:41:17.642091,,mm_per_sec,EQ-0071-vibration-001,SCADA_v2.3,MISSING
EQ-0046,power_consumption,2026-05-25T14:41:17.878402,101.33,kw,EQ-0046-power_consumption-001,SCADA_v2.3,GOOD
EQ-0062,vibration,2026-05-25T14:41:17.888205,0.0194,mm_per_sec,EQ-0062-vibration-001,SCADA_v2.3,GOOD
EQ-0089,temperature,2026-05-25T14:41:17.900985,60.34,celsius,EQ-0089-temperature-001,SCADA_v2.3,GOOD
EQ-0067,pressure,2026-05-25T14:41:18.413872,75.12,psi,EQ-0067-pressure-001,SCADA_v2.3,GOOD
EQ-0036,pressure,2026-05-25T14:41:18.574664,118.33,psi,EQ-0036-pressure-001,SCADA_v2.3,GOOD
EQ-0039,pressure,2026-05-25T14:41:19.271487,98.2,psi,EQ-0039-pressure-001,SCADA_v2.3,GOOD
EQ-0029,vibration,2026-05-25T14:41:19.523575,0.0288,mm_per_sec,EQ-0029-vibration-001,SCADA_v2.3,GOOD
EQ-0005,temperature,2026-05-25T14:41:19.551425,53.36,celsius,EQ-0005-temperature-001,SCADA_v2.3,GOOD
EQ-0069,pressure,2026-05-25T14:41:20.280858,98.28,psi,EQ-0069-pressure-001,SCADA_v2.3,GOOD
EQ-0053,vibration,2026-05-25T14:41:20.886321,0.002,mm_per_sec,EQ-0053-vibration-001,SCADA_v2.3,GOOD
EQ-0016,pressure,2026-05-25T14:41:22.366126,106.24,psi,EQ-0016-pressure-001,SCADA_v2.3,GOOD
EQ-0003,power_consumption,2026-05-25T14:41:22.416968,109.92,kw,EQ-0003-power_consumption-001,SCADA_v2.3,GOOD
EQ-0030,pressure,2026-05-25T14:41:24.420411,95.12,psi,EQ-0030-pressure-001,SCADA_v2.3,GOOD
EQ-0063,temperature,2026-05-25T14:41:25.565812,58.25,celsius,EQ-0063-temperature-001,SCADA_v2.3,GOOD
EQ-0041,vibration,2026-05-25T14:41:26.350777,0.0233,mm_per_sec,EQ-0041-vibration-001,SCADA_v2.3,GOOD
EQ-0020,pressure,2026-05-25T14:41:26.554189,,psi,EQ-0020-pressure-001,SCADA_v2.3,MISSING
EQ-0074,temperature,2026-05-25T14:41:26.770459,58.25,celsius,EQ-0074-temperature-001,SCADA_v2.3,GOOD
EQ-0025,temperature,2026-05-25T14:41:27.021733,,celsius,EQ-0025-temperature-001,SCADA_v2.3,MISSING
EQ-0075,power_consumption,2026-05-25T14:41:27.120708,152.46,kw,EQ-0075-power_consumption-001,SCADA_v2.3,GOOD
EQ-0072,temperature,2026-05-25T14:41:27.180326,58.37,celsius,EQ-0072-temperature-001,SCADA_v2.3,GOOD
EQ-0051,temperature,2026-05-25T14:41:27.235850,63.14,celsius,EQ-0051-temperature-001,SCADA_v2.3,GOOD
EQ-0039,pressure,2026-05-25T14:41:27.832577,91.98,psi,EQ-0039-pressure-001,SCADA_v2.3,GOOD
EQ-0025,vibration,2026-05-25T14:41:28.449226,0.0133,mm_per_sec,EQ-0025-vibration-001,SCADA_v2.3,GOOD
EQ-0073,power_consumption,2026-05-25T14:41:28.458083,47.54,kw,EQ-0073-power_consumption-001,SCADA_v2.3,GOOD
EQ-0070,temperature,2026-05-25T14:41:28.989120,61.67,celsius,EQ-0070-temperature-001,SCADA_v2.3,GOOD
EQ-0019,vibration,2026-05-25T14:41:28.997877,0.0309,mm_per_sec,EQ-0019-vibration-001,SCADA_v2.3,GOOD
EQ-0055,vibration,2026-05-25T14:41:29.213534,0.0185,mm_per_sec,EQ-0055-vibration-001,SCADA_v2.3,GOOD
EQ-0055,vibration,2026-05-25T14:41:29.213534,0.0185,mm_per_sec,EQ-0055-vibration-001,SCADA_v2.3,GOOD
EQ-0084,vibration,2026-05-25T14:41:29.270457,0.0314,mm_per_sec,EQ-0084-vibration-001,SCADA_v2.3,GOOD
EQ-0021,vibration,2026-05-25T14:41:29.387856,0.0152,mm_per_sec,EQ-0021-vibration-001,SCADA_v2.3,GOOD
EQ-0038,vibration,2026-05-25T14:41:29.915695,0.036,mm_per_sec,EQ-0038-vibration-001,SCADA_v2.3,GOOD
EQ-0048,pressure,2026-05-25T14:41:31.019640,96.24,psi,EQ-0048-pressure-001,SCADA_v2.3,GOOD
EQ-0044,vibration,2026-05-25T14:41:31.348190,-0.0644,mm_per_sec,EQ-0044-vibration-001,SCADA_v2.3,INVALID
EQ-0048,pressure,2026-05-25T14:41:31.891361,98.05,psi,EQ-0048-pressure-001,SCADA_v2.3,GOOD
EQ-0029,pressure,2026-05-25T14:41:32.092993,106.92,psi,EQ-0029-pressure-001,SCADA_v2.3,GOOD
EQ-0094,power_consumption,2026-05-25T14:41:32.839855,66.26,kw,EQ-0094-power_consumption-001,SCADA_v2.3,GOOD
EQ-0004,vibration,2026-05-25T14:41:32.878137,0.0197,mm_per_sec,EQ-0004-vibration-001,SCADA_v2.3,GOOD
EQ-0011,power_consumption,2026-05-25T14:41:32.998864,176.36,kw,EQ-0011-power_consumption-001,SCADA_v2.3,GOOD
EQ-0077,vibration,2026-05-25T14:41:33.674177,0.0392,mm_per_sec,EQ-0077-vibration-001,SCADA_v2.3,GOOD
EQ-0100,pressure,2026-05-25T14:41:33.865732,92.8,psi,EQ-0100-pressure-001,SCADA_v2.3,GOOD
EQ-0086,pressure,2026-05-25T14:41:34.368753,107.98,psi,EQ-0086-pressure-001,SCADA_v2.3,GOOD
EQ-0026,pressure,2026-05-25T14:41:35.566809,111.61,psi,EQ-0026-pressure-001,SCADA_v2.3,GOOD
EQ-0097,temperature,2026-05-25T14:41:35.768988,55.34,celsius,EQ-0097-temperature-001,SCADA_v2.3,GOOD
EQ-0048,power_consumption,2026-05-25T14:41:35.814599,-176.04,kw,EQ-0048-power_consumption-001,SCADA_v2.3,INVALID
EQ-0023,power_consumption,2026-05-25T14:41:36.236754,6.65,kw,EQ-0023-power_consumption-001,SCADA_v2.3,GOOD
EQ-0002,vibration,2026-05-25T14:41:36.328739,0.0099,mm_per_sec,EQ-0002-vibration-001,SCADA_v2.3,GOOD
EQ-0097,vibration,2026-05-25T14:41:36.861724,0.0031,mm_per_sec,EQ-0097-vibration-001,SCADA_v2.3,GOOD
EQ-0072,power_consumption,2026-05-25T14:41:38.192962,91.49,kw,EQ-0072-power_consumption-001,SCADA_v2.3,GOOD
EQ-0039,vibration,2026-05-25T14:41:39.316936,0.0037,mm_per_sec,EQ-0039-vibration-001,SCADA_v2.3,GOOD
EQ-0004,power_consumption,2026-05-25T14:41:39.422681,50.25,kw,EQ-0004-power_consumption-001,SCADA_v2.3,GOOD
EQ-0050,temperature,2026-05-25T14:41:39.533266,40.65,celsius,EQ-0050-temperature-001,SCADA_v2.3,GOOD
EQ-0078,vibration,2026-05-25T14:41:39.593735,0.0351,mm_per_sec,EQ-0078-vibration-001,SCADA_v2.3,GOOD
EQ-0033,pressure,2026-05-25T14:41:39.874513,96.9,psi,EQ-0033-pressure-001,SCADA_v2.3,GOOD
EQ-0029,power_consumption,2026-05-25T14:41:40.588103,213.18,kw,EQ-0029-power_consumption-001,SCADA_v2.3,GOOD
EQ-0096,temperature,2026-05-25T14:41:40.995123,53.97,celsius,EQ-0096-temperature-001,SCADA_v2.3,GOOD
EQ-0001,pressure,2026-05-25T14:41:41.439306,110.95,psi,EQ-0001-pressure-001,SCADA_v2.3,GOOD
EQ-0094,temperature,2026-05-25T14:41:41.957097,49.45,celsius,EQ-0094-temperature-001,SCADA_v2.3,GOOD
EQ-0006,temperature,2026-05-25T14:41:42.090322,N/A,celsius,EQ-0006-temperature-001,SCADA_v2.3,INVALID
EQ-0048,pressure,2026-05-25T14:41:42.219970,104.88,psi,EQ-0048-pressure-001,SCADA_v2.3,GOOD
EQ-0056,power_consumption,2026-05-25T14:41:43.249693,187.11,kw,EQ-0056-power_consumption-001,SCADA_v2.3,GOOD
EQ-0059,power_consumption,2026-05-25T14:41:43.312701,83.9,kw,EQ-0059-power_consumption-001,SCADA_v2.3,GOOD
EQ-0075,temperature,2026-05-25T14:41:43.323972,77.81,celsius,EQ-0075-temperature-001,SCADA_v2.3,GOOD
EQ-0059,pressure,2026-05-25T14:41:43.553874,98.38,psi,EQ-0059-pressure-001,SCADA_v2.3,GOOD
EQ-0009,pressure,2026-05-25T14:41:43.960718,105.79,psi,EQ-0009-pressure-001,SCADA_v2.3,GOOD
EQ-0026,pressure,2026-05-25T14:41:44.239469,96.04,psi,EQ-0026-pressure-001,SCADA_v2.3,GOOD
EQ-0018,power_consumption,2026-05-25T14:41:44.393745,135.32,kw,EQ-0018-power_consumption-001,SCADA_v2.3,GOOD
EQ-0007,power_consumption,2026-05-25T14:41:45.825551,132.63,kw,EQ-0007-power_consumption-001,SCADA_v2.3,GOOD
EQ-0082,pressure,2026-05-25T14:41:47.010658,105.52,psi,EQ-0082-pressure-001,SCADA_v2.3,GOOD
EQ-0051,pressure,2026-05-25T14:41:47.375954,N/A,psi,EQ-0051-pressure-001,SCADA_v2.3,INVALID
EQ-0056,power_consumption,2026-05-25T14:41:47.620428,54.9,kw,EQ-0056-power_consumption-001,SCADA_v2.3,GOOD
EQ-0058,temperature,2026-05-25T14:41:47.707047,75.45,celsius,EQ-0058-temperature-001,SCADA_v2.3,GOOD
EQ-0011,vibration,2026-05-25T14:41:47.807617,0.0213,mm_per_sec,EQ-0011-vibration-001,SCADA_v2.3,GOOD
EQ-0044,pressure,2026-05-25T14:41:48.071475,101.89,psi,EQ-0044-pressure-001,SCADA_v2.3,GOOD
EQ-0035,pressure,2026-05-25T14:41:48.554301,109.2,psi,EQ-0035-pressure-001,SCADA_v2.3,GOOD
EQ-0079,power_consumption,2026-05-25T14:41:49.351804,27.11,kw,EQ-0079-power_consumption-001,SCADA_v2.3,GOOD
EQ-0064,power_consumption,2026-05-25T14:41:49.610477,396.67,kw,EQ-0064-power_consumption-001,SCADA_v2.3,GOOD
EQ-0026,temperature,2026-05-25T14:41:49.928017,63.35,celsius,EQ-0026-temperature-001,SCADA_v2.3,GOOD
EQ-0091,vibration,2026-05-25T14:41:50.041670,0.0509,mm_per_sec,EQ-0091-vibration-001,SCADA_v2.3,GOOD
EQ-0019,power_consumption,2026-05-25T14:41:50.210723,120.25,kw,EQ-0019-power_consumption-001,SCADA_v2.3,GOOD
EQ-0029,vibration,2026-05-25T14:41:50.395252,0.0104,mm_per_sec,EQ-0029-vibration-001,SCADA_v2.3,GOOD
EQ-0062,power_consumption,2026-05-25T14:41:50.532717,90.14,kw,EQ-0062-power_consumption-001,SCADA_v2.3,GOOD
EQ-0085,pressure,2026-05-25T14:41:50.609672,110.72,psi,EQ-0085-pressure-001,SCADA_v2.3,GOOD
EQ-0069,vibration,2026-05-25T14:41:52.296396,0.0217,mm_per_sec,EQ-0069-vibration-001,SCADA_v2.3,GOOD
EQ-0005,temperature,2026-05-25T14:41:52.300525,69.83,celsius,EQ-0005-temperature-001,SCADA_v2.3,GOOD
EQ-0100,temperature,2026-05-25T14:41:52.300606,75.3,celsius,EQ-0100-temperature-001,SCADA_v2.3,GOOD
EQ-0098,vibration,2026-05-25T14:41:52.742375,0.0042,mm_per_sec,EQ-0098-vibration-001,SCADA_v2.3,GOOD
EQ-0029,power_consumption,2026-05-25T14:41:53.571031,191.03,kw,EQ-0029-power_consumption-001,SCADA_v2.3,GOOD
EQ-0059,pressure,2026-05-25T14:41:53.934948,94.7,psi,EQ-0059-pressure-001,SCADA_v2.3,GOOD
EQ-0032,temperature,2026-05-25T14:41:54.014788,67.73,celsius,EQ-0032-temperature-001,SCADA_v2.3,GOOD
EQ-0010,pressure,2026-05-25T14:41:54.245538,,psi,EQ-0010-pressure-001,SCADA_v2.3,MISSING
EQ-0078,vibration,2026-05-25T14:41:54.341805,0.0335,mm_per_sec,EQ-0078-vibration-001,SCADA_v2.3,GOOD
EQ-0042,pressure,2026-05-25T14:41:54.475255,,psi,EQ-0042-pressure-001,SCADA_v2.3,MISSING
EQ-0038,temperature,2026-05-25T14:41:54.659450,75.64,celsius,EQ-0038-temperature-001,SCADA_v2.3,GOOD
EQ-0073,vibration,2026-05-25T14:41:54.726609,0.0228,mm_per_sec,EQ-0073-vibration-001,SCADA_v2.3,GOOD
EQ-0074,power_consumption,2026-05-25T14:41:54.804153,118.82,kw,EQ-0074-power_consumption-001,SCADA_v2.3,GOOD
EQ-0082,pressure,2026-05-25T14:41:54.909571,103.1,psi,EQ-0082-pressure-001,SCADA_v2.3,GOOD
EQ-0051,power_consumption,2026-05-25T14:41:55.952592,98.21,kw,EQ-0051-power_consumption-001,SCADA_v2.3,GOOD
EQ-0086,temperature,2026-05-25T14:41:56.811515,66.49,celsius,EQ-0086-temperature-001,SCADA_v2.3,GOOD
EQ-0043,temperature,2026-05-25T14:41:57.516686,69.69,celsius,EQ-0043-temperature-001,SCADA_v2.3,GOOD
EQ-0085,pressure,2026-05-25T14:41:57.966007,104.28,psi,EQ-0085-pressure-001,SCADA_v2.3,GOOD
EQ-0009,vibration,2026-05-25T14:41:58.167612,0.0047,mm_per_sec,EQ-0009-vibration-001,SCADA_v2.3,GOOD
EQ-0039,vibration,2026-05-25T14:41:58.281736,-0.14200000000000002,mm_per_sec,EQ-0039-vibration-001,SCADA_v2.3,OUTLIER
EQ-0020,vibration,2026-05-25T14:41:58.890883,0.0341,mm_per_sec,EQ-0020-vibration-001,SCADA_v2.3,GOOD
EQ-0085,vibration,2026-05-25T14:41:59.457413,0.0088,mm_per_sec,EQ-0085-vibration-001,SCADA_v2.3,GOOD
EQ-0002,pressure,2026-05-25T14:41:59.837327,115.04,psi,EQ-0002-pressure-001,SCADA_v2.3,GOOD
EQ-0017,vibration,2026-05-25T14:42:00.168898,0.041,mm_per_sec,EQ-0017-vibration-001,SCADA_v2.3,GOOD
EQ-0009,power_consumption,2026-05-25T14:42:00.171515,113.45,kw,EQ-0009-power_consumption-001,SCADA_v2.3,GOOD
EQ-0093,vibration,2026-05-25T14:42:00.479564,0.002,mm_per_sec,EQ-0093-vibration-001,SCADA_v2.3,GOOD
EQ-0007,pressure,2026-05-25T14:42:00.614885,98.76,psi,EQ-0007-pressure-001,SCADA_v2.3,GOOD
EQ-0041,vibration,2026-05-25T14:42:00.751467,0.0007,mm_per_sec,EQ-0041-vibration-001,SCADA_v2.3,GOOD
EQ-0019,temperature,2026-05-25T14:42:01.545485,59.27,celsius,EQ-0019-temperature-001,SCADA_v2.3,GOOD
EQ-0037,temperature,2026-05-25T14:42:02.114923,66.95,celsius,EQ-0037-temperature-001,SCADA_v2.3,GOOD
EQ-0065,vibration,2026-05-25T14:42:02.475358,0.0414,mm_per_sec,EQ-0065-vibration-001,SCADA_v2.3,GOOD
EQ-0058,vibration,2026-05-25T14:42:02.840721,0.0145,mm_per_sec,EQ-0058-vibration-001,SCADA_v2.3,GOOD
EQ-0057,vibration,2026-05-25T14:42:02.945725,0.0529,mm_per_sec,EQ-0057-vibration-001,SCADA_v2.3,GOOD
EQ-0023,vibration,2026-05-25T14:42:02.952787,-0.023999999999999997,mm_per_sec,EQ-0023-vibration-001,SCADA_v2.3,OUTLIER
EQ-0082,vibration,2026-05-25T14:42:03.339653,0.0837,mm_per_sec,EQ-0082-vibration-001,SCADA_v2.3,GOOD
EQ-0053,vibration,2026-05-25T14:42:04.376671,0.0187,mm_per_sec,EQ-0053-vibration-001,SCADA_v2.3,GOOD
EQ-0053,vibration,2026-05-25T14:42:04.376671,0.0187,mm_per_sec,EQ-0053-vibration-001,SCADA_v2.3,GOOD
EQ-0022,pressure,2026-05-25T14:42:04.703496,92.67,psi,EQ-0022-pressure-001,SCADA_v2.3,GOOD
EQ-0085,vibration,2026-05-25T14:42:04.849212,0.0144,mm_per_sec,EQ-0085-vibration-001,SCADA_v2.3,GOOD
EQ-0089,temperature,2026-05-25T14:42:05.109453,57.16,celsius,EQ-0089-temperature-001,SCADA_v2.3,GOOD
EQ-0097,temperature,2026-05-25T14:42:05.549747,81.07,celsius,EQ-0097-temperature-001,SCADA_v2.3,GOOD
EQ-0023,temperature,2026-05-25T14:42:05.643823,52.82,celsius,EQ-0023-temperature-001,SCADA_v2.3,GOOD
EQ-0064,power_consumption,2026-05-25T14:42:05.839391,108.08,kw,EQ-0064-power_consumption-001,SCADA_v2.3,GOOD
EQ-0090,pressure,2026-05-25T14:42:05.907197,100.04,psi,EQ-0090-pressure-001,SCADA_v2.3,GOOD
EQ-0042,pressure,2026-05-25T14:42:06.643998,108.52,psi,EQ-0042-pressure-001,SCADA_v2.3,GOOD
EQ-0091,temperature,2026-05-25T14:42:06.677561,65.35,celsius,EQ-0091-temperature-001,SCADA_v2.3,GOOD
EQ-0013,vibration,2026-05-25T14:42:06.796201,0.0187,mm_per_sec,EQ-0013-vibration-001,SCADA_v2.3,GOOD
EQ-0014,temperature,2026-05-25T14:42:07.079670,69.33,celsius,EQ-0014-temperature-001,SCADA_v2.3,GOOD
EQ-0063,power_consumption,2026-05-25T14:42:07.198189,104.37,kw,EQ-0063-power_consumption-001,SCADA_v2.3,GOOD
EQ-0019,power_consumption,2026-05-25T14:42:07.375434,52.38,kw,EQ-0019-power_consumption-001,SCADA_v2.3,GOOD
EQ-0006,vibration,2026-05-25T14:42:07.686114,0.0314,mm_per_sec,EQ-0006-vibration-001,SCADA_v2.3,GOOD
EQ-0036,power_consumption,2026-05-25T14:42:08.636089,92.73,kw,EQ-0036-power_consumption-001,SCADA_v2.3,GOOD
EQ-0045,power_consumption,2026-05-25T14:42:09.253146,146.62,kw,EQ-0045-power_consumption-001,SCADA_v2.3,GOOD
EQ-0090,pressure,2026-05-25T14:42:09.652456,96.15,psi,EQ-0090-pressure-001,SCADA_v2.3,GOOD
EQ-0035,temperature,2026-05-25T14:42:09.851453,54.09,celsius,EQ-0035-temperature-001,SCADA_v2.3,GOOD
EQ-0004,pressure,2026-05-25T14:42:10.827096,84.81,psi,EQ-0004-pressure-001,SCADA_v2.3,GOOD
EQ-0061,pressure,2026-05-25T14:42:10.920280,119.65,psi,EQ-0061-pressure-001,SCADA_v2.3,GOOD
EQ-0086,temperature,2026-05-25T14:42:11.566421,60.56,celsius,EQ-0086-temperature-001,SCADA_v2.3,GOOD
EQ-0085,vibration,2026-05-25T14:42:11.922699,0.0114,mm_per_sec,EQ-0085-vibration-001,SCADA_v2.3,GOOD
EQ-0059,pressure,2026-05-25T14:42:12.609334,96.17,psi,EQ-0059-pressure-001,SCADA_v2.3,GOOD
EQ-0069,vibration,2026-05-25T14:42:13.104535,0.1467,mm_per_sec,EQ-0069-vibration-001,SCADA_v2.3,GOOD
EQ-0022,temperature,2026-05-25T14:42:14.086015,69.94,celsius,EQ-0022-temperature-001,SCADA_v2.3,GOOD
EQ-0008,pressure,2026-05-25T14:42:14.321768,111.22,psi,EQ-0008-pressure-001,SCADA_v2.3,GOOD
EQ-0012,temperature,2026-05-25T14:42:15.098360,90.9,celsius,EQ-0012-temperature-001,SCADA_v2.3,GOOD
EQ-0088,vibration,2026-05-25T14:42:15.829454,0.0302,mm_per_sec,EQ-0088-vibration-001,SCADA_v2.3,GOOD
EQ-0074,power_consumption,2026-05-25T14:42:15.851048,174.61,kw,EQ-0074-power_consumption-001,SCADA_v2.3,GOOD
EQ-0081,power_consumption,2026-05-25T14:42:15.883155,81.89,kw,EQ-0081-power_consumption-001,SCADA_v2.3,GOOD
EQ-0063,power_consumption,2026-05-25T14:42:16.146990,61.77,kw,EQ-0063-power_consumption-001,SCADA_v2.3,GOOD
EQ-0092,pressure,2026-05-25T14:42:16.368363,88.98,psi,EQ-0092-pressure-001,SCADA_v2.3,GOOD
EQ-0074,power_consumption,2026-05-25T14:42:16.723805,16.32,kw,EQ-0074-power_consumption-001,SCADA_v2.3,GOOD
EQ-0006,power_consumption,2026-05-25T14:42:16.902698,81.09,kw,EQ-0006-power_consumption-001,SCADA_v2.3,GOOD
EQ-0060,pressure,2026-05-25T14:42:17.017372,102.21,psi,EQ-0060-pressure-001,SCADA_v2.3,GOOD
EQ-0013,vibration,2026-05-25T14:42:17.290581,-0.0159,mm_per_sec,EQ-0013-vibration-001,SCADA_v2.3,INVALID
EQ-0088,power_consumption,2026-05-25T14:42:17.573445,14.94,kw,EQ-0088-power_consumption-001,SCADA_v2.3,GOOD
EQ-0053,temperature,2026-05-25T14:42:18.021339,62.71,celsius,EQ-0053-temperature-001,SCADA_v2.3,GOOD
EQ-0081,pressure,2026-05-25T14:42:18.517515,99.77,psi,EQ-0081-pressure-001,SCADA_v2.3,GOOD
EQ-0081,pressure,2026-05-25T14:42:18.517515,99.77,psi,EQ-0081-pressure-001,SCADA_v2.3,GOOD
EQ-0043,power_consumption,2026-05-25T14:42:18.951326,240.7,kw,EQ-0043-power_consumption-001,SCADA_v2.3,GOOD
